id,accuracy,mean_max_conf,dominant_class,group,selected
JPEGImages/2007_007996.jpg SegmentationClass/2007_007996.png,85.15409817053724,0.9401599168777466,0,majority,False
JPEGImages/2009_002535.jpg SegmentationClass/2009_002535.png,99.223401041389,0.9963721632957458,0,majority,True
JPEGImages/2007_005058.jpg SegmentationClass/2007_005058.png,99.89102484955524,0.998891294002533,0,majority,True
JPEGImages/2010_003758.jpg SegmentationClass/2010_003758.png,99.56675449218393,0.9794149398803711,0,majority,False
JPEGImages/2008_007507.jpg SegmentationClass/2008_007507.png,99.33045438187776,0.999443769454956,0,majority,True
JPEGImages/2011_000548.jpg SegmentationClass/2011_000548.png,97.13355102443678,0.9811850786209106,0,majority,False
JPEGImages/2011_000283.jpg SegmentationClass/2011_000283.png,98.23995400242765,0.9846397042274475,0,majority,False
JPEGImages/2009_001941.jpg SegmentationClass/2009_001941.png,98.5801123982108,0.9770679473876953,0,majority,False
JPEGImages/2010_004783.jpg SegmentationClass/2010_004783.png,86.66480338584743,0.9792549014091492,0,majority,True
JPEGImages/2008_001478.jpg SegmentationClass/2008_001478.png,89.19782782407331,0.9820696711540222,0,majority,True
JPEGImages/2007_004241.jpg SegmentationClass/2007_004241.png,92.58151857942559,0.9678097367286682,0,majority,False
JPEGImages/2007_002903.jpg SegmentationClass/2007_002903.png,98.92174709357515,0.9701325297355652,10,majority,False
JPEGImages/2011_001642.jpg SegmentationClass/2011_001642.png,97.14813131886856,0.9574182033538818,0,majority,False
JPEGImages/2008_003451.jpg SegmentationClass/2008_003451.png,96.95026554135315,0.9833687543869019,0,majority,True
JPEGImages/2008_007219.jpg SegmentationClass/2008_007219.png,95.51742901955764,0.9822338819503784,15,majority,True
JPEGImages/2007_005107.jpg SegmentationClass/2007_005107.png,97.16264210485234,0.9932217001914978,0,majority,True
JPEGImages/2011_002993.jpg SegmentationClass/2011_002993.png,99.38596691646865,0.9940874576568604,0,majority,True
JPEGImages/2007_006364.jpg SegmentationClass/2007_006364.png,99.256934132787,0.9812873601913452,0,majority,False
JPEGImages/2011_002532.jpg SegmentationClass/2011_002532.png,93.78843651649781,0.948070228099823,0,majority,False
JPEGImages/2011_002592.jpg SegmentationClass/2011_002592.png,97.28334255672385,0.9833278656005859,0,majority,False
JPEGImages/2009_005189.jpg SegmentationClass/2009_005189.png,99.393743029291,0.994064211845398,0,majority,True
JPEGImages/2011_000809.jpg SegmentationClass/2011_000809.png,91.91655216891456,0.9676955938339233,0,majority,False
JPEGImages/2009_002097.jpg SegmentationClass/2009_002097.png,99.92469414713035,0.9974197745323181,0,majority,True
JPEGImages/2008_000223.jpg SegmentationClass/2008_000223.png,92.29622984346133,0.8622415661811829,0,majority,False
JPEGImages/2009_002239.jpg SegmentationClass/2009_002239.png,83.52455131587183,0.9019460082054138,0,majority,False
JPEGImages/2009_001684.jpg SegmentationClass/2009_001684.png,91.02665895968444,0.9253064393997192,0,majority,False
JPEGImages/2008_002492.jpg SegmentationClass/2008_002492.png,99.83355976557996,0.9985392093658447,0,majority,True
JPEGImages/2011_001868.jpg SegmentationClass/2011_001868.png,96.52665192827315,0.9885377287864685,0,majority,True
JPEGImages/2008_005676.jpg SegmentationClass/2008_005676.png,99.52373435807556,0.9973483681678772,0,majority,True
JPEGImages/2011_001276.jpg SegmentationClass/2011_001276.png,80.40689960194604,0.9278290867805481,15,majority,False
JPEGImages/2007_004392.jpg SegmentationClass/2007_004392.png,90.53631311395765,0.9567175507545471,0,majority,True
JPEGImages/2010_005992.jpg SegmentationClass/2010_005992.png,99.23997877821316,0.9894537329673767,0,majority,False
JPEGImages/2011_000807.jpg SegmentationClass/2011_000807.png,99.9547482060896,0.9990361928939819,0,majority,True
JPEGImages/2008_000573.jpg SegmentationClass/2008_000573.png,93.70427224337632,0.9562678933143616,15,majority,False
JPEGImages/2010_003060.jpg SegmentationClass/2010_003060.png,99.71795520610253,0.9895093441009521,0,majority,True
JPEGImages/2011_003197.jpg SegmentationClass/2011_003197.png,97.80710900206834,0.9834573268890381,19,majority,False
JPEGImages/2008_000233.jpg SegmentationClass/2008_000233.png,99.06850069174327,0.9923069477081299,0,majority,True
JPEGImages/2010_000163.jpg SegmentationClass/2010_000163.png,99.29782417887004,0.9909176826477051,0,majority,True
JPEGImages/2009_002549.jpg SegmentationClass/2009_002549.png,99.5422868127258,0.9879125356674194,0,majority,False
JPEGImages/2008_005904.jpg SegmentationClass/2008_005904.png,97.15984228828917,0.9938162565231323,0,majority,True
JPEGImages/2011_000969.jpg SegmentationClass/2011_000969.png,98.45467580054166,0.9825824499130249,0,majority,False
JPEGImages/2010_003915.jpg SegmentationClass/2010_003915.png,99.79501130311506,0.997012197971344,0,majority,True
JPEGImages/2008_003003.jpg SegmentationClass/2008_003003.png,99.19724646322294,0.9892445206642151,0,majority,True
JPEGImages/2009_000446.jpg SegmentationClass/2009_000446.png,99.25835591190769,0.9861481189727783,0,majority,False
JPEGImages/2007_003499.jpg SegmentationClass/2007_003499.png,99.39225358343656,0.9927999377250671,0,majority,True
JPEGImages/2008_003492.jpg SegmentationClass/2008_003492.png,98.93500219587176,0.9872007369995117,0,majority,False
JPEGImages/2011_003019.jpg SegmentationClass/2011_003019.png,94.1840198146959,0.9676734805107117,0,majority,False
JPEGImages/2009_000149.jpg SegmentationClass/2009_000149.png,85.61379828565067,0.9669479727745056,0,majority,False
JPEGImages/2009_003273.jpg SegmentationClass/2009_003273.png,95.72417119016643,0.9722544550895691,0,majority,False
JPEGImages/2008_005691.jpg SegmentationClass/2008_005691.png,98.27463728854373,0.9900975823402405,0,majority,True
JPEGImages/2007_004052.jpg SegmentationClass/2007_004052.png,99.80163202741085,0.9948092699050903,0,majority,True
JPEGImages/2008_002521.jpg SegmentationClass/2008_002521.png,99.62769752095595,0.9956220388412476,0,majority,True
JPEGImages/2010_004369.jpg SegmentationClass/2010_004369.png,99.16252772485767,0.990608274936676,8,majority,True
JPEGImages/2009_000121.jpg SegmentationClass/2009_000121.png,97.17337487135268,0.9819033145904541,0,majority,False
JPEGImages/2008_002623.jpg SegmentationClass/2008_002623.png,98.61290919178842,0.9876385927200317,0,majority,False
JPEGImages/2011_001530.jpg SegmentationClass/2011_001530.png,68.73459074693484,0.9567102789878845,0,majority,False
JPEGImages/2010_001522.jpg SegmentationClass/2010_001522.png,98.2874006861683,0.9924880862236023,0,majority,True
JPEGImages/2009_003065.jpg SegmentationClass/2009_003065.png,99.04154983431047,0.9910860657691956,0,majority,True
JPEGImages/2011_001064.jpg SegmentationClass/2011_001064.png,97.0898945852306,0.9887802004814148,0,majority,True
JPEGImages/2010_000065.jpg SegmentationClass/2010_000065.png,97.03722254585445,0.9878068566322327,0,majority,False
JPEGImages/2007_009258.jpg SegmentationClass/2007_009258.png,86.61822832690437,0.9097586274147034,0,majority,False
JPEGImages/2008_005628.jpg SegmentationClass/2008_005628.png,95.19739133187704,0.9887463450431824,0,majority,True
JPEGImages/2011_003146.jpg SegmentationClass/2011_003146.png,94.37546351439423,0.9823805093765259,0,majority,False
JPEGImages/2008_004552.jpg SegmentationClass/2008_004552.png,98.55383054951167,0.9852356314659119,0,majority,True
JPEGImages/2011_002885.jpg SegmentationClass/2011_002885.png,99.58237734100388,0.9943455457687378,0,majority,True
JPEGImages/2010_003275.jpg SegmentationClass/2010_003275.png,93.08770452603913,0.9263113141059875,0,majority,False
JPEGImages/2008_005439.jpg SegmentationClass/2008_005439.png,97.74387647013857,0.9758917689323425,0,majority,False
JPEGImages/2010_005021.jpg SegmentationClass/2010_005021.png,91.75538274107052,0.9581304788589478,8,majority,False
JPEGImages/2009_004140.jpg SegmentationClass/2009_004140.png,92.37263480944422,0.9418631792068481,0,majority,False
JPEGImages/2010_004994.jpg SegmentationClass/2010_004994.png,97.85180310163857,0.9810882210731506,0,majority,True
JPEGImages/2009_003217.jpg SegmentationClass/2009_003217.png,99.67861294938294,0.9929570555686951,0,majority,True
JPEGImages/2009_001991.jpg SegmentationClass/2009_001991.png,98.88571392919978,0.9862533211708069,0,majority,False
JPEGImages/2011_001674.jpg SegmentationClass/2011_001674.png,94.85798666004814,0.9545292258262634,0,majority,False
JPEGImages/2007_009015.jpg SegmentationClass/2007_009015.png,98.66834892755868,0.992297887802124,0,majority,True
JPEGImages/2010_001951.jpg SegmentationClass/2010_001951.png,98.70279224824243,0.99210125207901,0,majority,True
JPEGImages/2010_001256.jpg SegmentationClass/2010_001256.png,99.61997102418366,0.9929795265197754,0,majority,True
JPEGImages/2007_005803.jpg SegmentationClass/2007_005803.png,96.591962693732,0.9572855234146118,0,majority,False
JPEGImages/2007_003022.jpg SegmentationClass/2007_003022.png,98.21376596094709,0.9881337881088257,0,majority,True
JPEGImages/2007_007007.jpg SegmentationClass/2007_007007.png,74.01770773115891,0.9667649269104004,0,majority,False
JPEGImages/2007_009764.jpg SegmentationClass/2007_009764.png,98.46891697010217,0.9850493669509888,0,majority,False
JPEGImages/2011_000526.jpg SegmentationClass/2011_000526.png,99.29243330340027,0.990297257900238,13,minority,True
JPEGImages/2008_000120.jpg SegmentationClass/2008_000120.png,92.0203613421279,0.9401243925094604,0,majority,False
JPEGImages/2011_003030.jpg SegmentationClass/2011_003030.png,90.12013649368073,0.9358309507369995,3,minority,False
JPEGImages/2010_005496.jpg SegmentationClass/2010_005496.png,99.1001796384437,0.9944703578948975,0,majority,True
JPEGImages/2007_003872.jpg SegmentationClass/2007_003872.png,99.70845166818458,0.9971417188644409,0,majority,True
JPEGImages/2009_002638.jpg SegmentationClass/2009_002638.png,98.55789630299056,0.988227367401123,0,majority,True
JPEGImages/2009_002573.jpg SegmentationClass/2009_002573.png,98.0532479537677,0.9860404133796692,0,majority,False
JPEGImages/2010_005433.jpg SegmentationClass/2010_005433.png,98.4351853899047,0.9843704104423523,0,majority,False
JPEGImages/2010_000342.jpg SegmentationClass/2010_000342.png,83.65548540321917,0.986029863357544,0,majority,True
JPEGImages/2010_002763.jpg SegmentationClass/2010_002763.png,83.15463955706164,0.9350662231445312,0,majority,False
JPEGImages/2008_004687.jpg SegmentationClass/2008_004687.png,98.77837909523542,0.9815312623977661,0,majority,False
JPEGImages/2010_003771.jpg SegmentationClass/2010_003771.png,99.24708879779189,0.9964278340339661,0,majority,True
JPEGImages/2007_000783.jpg SegmentationClass/2007_000783.png,98.19630705559314,0.9867859482765198,0,majority,True
JPEGImages/2007_007235.jpg SegmentationClass/2007_007235.png,98.02040425011405,0.9791768193244934,0,majority,False
JPEGImages/2010_003187.jpg SegmentationClass/2010_003187.png,99.16424935690438,0.9893497824668884,0,majority,True
JPEGImages/2011_001863.jpg SegmentationClass/2011_001863.png,94.09849514189762,0.9506685137748718,0,majority,False
JPEGImages/2011_002623.jpg SegmentationClass/2011_002623.png,96.85362517099863,0.9799529910087585,0,majority,False
JPEGImages/2011_003256.jpg SegmentationClass/2011_003256.png,95.0850629657606,0.9498101472854614,0,majority,False
JPEGImages/2008_007513.jpg SegmentationClass/2008_007513.png,99.12190935199551,0.9917614459991455,0,majority,True
JPEGImages/2009_004509.jpg SegmentationClass/2009_004509.png,99.77877432256447,0.9975042939186096,0,majority,True
JPEGImages/2008_000073.jpg SegmentationClass/2008_000073.png,93.6492973223064,0.9650996327400208,0,majority,False
JPEGImages/2009_005190.jpg SegmentationClass/2009_005190.png,98.78374014853439,0.9838290810585022,0,majority,True
JPEGImages/2007_000187.jpg SegmentationClass/2007_000187.png,94.79693573833417,0.9819544553756714,0,majority,True
JPEGImages/2008_005445.jpg SegmentationClass/2008_005445.png,93.24346952444742,0.9673696756362915,0,majority,False
JPEGImages/2010_001557.jpg SegmentationClass/2010_001557.png,99.63860923022095,0.9945217967033386,0,majority,True
JPEGImages/2008_000795.jpg SegmentationClass/2008_000795.png,99.71042343990628,0.9784389138221741,15,majority,False
JPEGImages/2010_001830.jpg SegmentationClass/2010_001830.png,57.073309173470726,0.9694240093231201,0,majority,False
JPEGImages/2007_006761.jpg SegmentationClass/2007_006761.png,99.19313127133547,0.9872108101844788,0,majority,True
JPEGImages/2011_000481.jpg SegmentationClass/2011_000481.png,99.66974578956348,0.9973551630973816,0,majority,True
JPEGImages/2008_007828.jpg SegmentationClass/2008_007828.png,91.17090933574222,0.9677558541297913,0,majority,False
JPEGImages/2011_000638.jpg SegmentationClass/2011_000638.png,98.0103111479572,0.9832310080528259,0,majority,True
JPEGImages/2011_001794.jpg SegmentationClass/2011_001794.png,93.71389324308606,0.9689723253250122,0,majority,False
JPEGImages/2011_002879.jpg SegmentationClass/2011_002879.png,99.52472983640472,0.9905658960342407,0,majority,False
JPEGImages/2011_001110.jpg SegmentationClass/2011_001110.png,98.33464797333401,0.9921534061431885,0,majority,True
JPEGImages/2009_002346.jpg SegmentationClass/2009_002346.png,74.51796350094781,0.9179675579071045,0,majority,False
JPEGImages/2008_000182.jpg SegmentationClass/2008_000182.png,99.5701984642936,0.9964008331298828,0,majority,True
JPEGImages/2010_003276.jpg SegmentationClass/2010_003276.png,99.15566437086699,0.9906590580940247,0,majority,True
JPEGImages/2010_002900.jpg SegmentationClass/2010_002900.png,99.60313364920017,0.9947004318237305,8,majority,True
JPEGImages/2007_000042.jpg SegmentationClass/2007_000042.png,95.55376371393743,0.9658237099647522,19,majority,False
JPEGImages/2010_005575.jpg SegmentationClass/2010_005575.png,93.12113039845026,0.9443403482437134,0,majority,False
JPEGImages/2009_000440.jpg SegmentationClass/2009_000440.png,99.68948292156068,0.9962343573570251,0,majority,True
JPEGImages/2010_001070.jpg SegmentationClass/2010_001070.png,99.86507502153923,0.9971213936805725,0,majority,True
JPEGImages/2007_001311.jpg SegmentationClass/2007_001311.png,93.90451135838458,0.9612895250320435,0,majority,False
JPEGImages/2007_007168.jpg SegmentationClass/2007_007168.png,99.31885319041628,0.9928308725357056,0,majority,True
JPEGImages/2009_002035.jpg SegmentationClass/2009_002035.png,99.81396610169492,0.9969727993011475,0,majority,True
JPEGImages/2008_008469.jpg SegmentationClass/2008_008469.png,96.83441606334708,0.9747424721717834,6,majority,False
JPEGImages/2008_004069.jpg SegmentationClass/2008_004069.png,97.31932050707704,0.9867401123046875,0,majority,False
JPEGImages/2007_003571.jpg SegmentationClass/2007_003571.png,99.22278533318749,0.9928082823753357,0,majority,True
JPEGImages/2008_004172.jpg SegmentationClass/2008_004172.png,99.17598797967993,0.9903363585472107,0,majority,True
JPEGImages/2011_001597.jpg SegmentationClass/2011_001597.png,97.85850140537873,0.9863907694816589,0,majority,False
JPEGImages/2011_002317.jpg SegmentationClass/2011_002317.png,98.27824883197785,0.9857864379882812,15,majority,False
JPEGImages/2007_005460.jpg SegmentationClass/2007_005460.png,99.29553106120002,0.9898445010185242,0,majority,True
JPEGImages/2010_001017.jpg SegmentationClass/2010_001017.png,99.87562306249941,0.9969624280929565,0,majority,True
JPEGImages/2007_004193.jpg SegmentationClass/2007_004193.png,97.73734316048083,0.9677121639251709,0,majority,False
JPEGImages/2010_002939.jpg SegmentationClass/2010_002939.png,94.98005791400317,0.9696199297904968,0,majority,False
JPEGImages/2007_008084.jpg SegmentationClass/2007_008084.png,96.77008510895153,0.9797450304031372,0,majority,False
JPEGImages/2007_008256.jpg SegmentationClass/2007_008256.png,98.47642770037103,0.9912017583847046,0,majority,True
JPEGImages/2010_000679.jpg SegmentationClass/2010_000679.png,99.5435354166845,0.9958319664001465,0,majority,True
JPEGImages/2010_003597.jpg SegmentationClass/2010_003597.png,78.33096311537415,0.9218686819076538,0,majority,False
JPEGImages/2008_000270.jpg SegmentationClass/2008_000270.png,75.74352435050298,0.9677401185035706,0,majority,False
JPEGImages/2011_001434.jpg SegmentationClass/2011_001434.png,98.9951476464788,0.9858682751655579,0,majority,False
JPEGImages/2010_002691.jpg SegmentationClass/2010_002691.png,99.18637546678737,0.9922614097595215,0,majority,True
JPEGImages/2010_005877.jpg SegmentationClass/2010_005877.png,99.765625,0.9968568086624146,0,majority,True
JPEGImages/2009_003938.jpg SegmentationClass/2009_003938.png,99.30904917171556,0.9945375919342041,0,majority,True
JPEGImages/2008_002536.jpg SegmentationClass/2008_002536.png,99.46866232597533,0.9900134205818176,0,majority,False
JPEGImages/2011_000512.jpg SegmentationClass/2011_000512.png,95.16253714848514,0.963133692741394,0,majority,False
JPEGImages/2008_001966.jpg SegmentationClass/2008_001966.png,83.32478274939423,0.9361725449562073,0,majority,False
JPEGImages/2009_000037.jpg SegmentationClass/2009_000037.png,99.65197280897236,0.9943801760673523,0,majority,True
JPEGImages/2011_001287.jpg SegmentationClass/2011_001287.png,99.39063557924342,0.9922935366630554,0,majority,False
JPEGImages/2009_002320.jpg SegmentationClass/2009_002320.png,99.84861063632368,0.997162401676178,0,majority,True
JPEGImages/2009_004594.jpg SegmentationClass/2009_004594.png,99.80162776469716,0.9927892088890076,0,majority,True
JPEGImages/2010_002228.jpg SegmentationClass/2010_002228.png,99.77648432653359,0.9975841045379639,12,majority,True
JPEGImages/2009_005137.jpg SegmentationClass/2009_005137.png,99.91443791228507,0.9974823594093323,0,majority,True
JPEGImages/2007_007748.jpg SegmentationClass/2007_007748.png,98.50637708714821,0.9841111898422241,0,majority,False
JPEGImages/2008_004575.jpg SegmentationClass/2008_004575.png,78.53385602280827,0.9684964418411255,0,majority,False
JPEGImages/2008_003238.jpg SegmentationClass/2008_003238.png,97.27052657294512,0.975745439529419,0,majority,False
JPEGImages/2007_003917.jpg SegmentationClass/2007_003917.png,99.3040713283211,0.9937333464622498,0,majority,True
JPEGImages/2009_000879.jpg SegmentationClass/2009_000879.png,99.46218831368179,0.9919883608818054,0,majority,True
JPEGImages/2007_001423.jpg SegmentationClass/2007_001423.png,97.29669055057714,0.9735071063041687,0,majority,False
JPEGImages/2010_005166.jpg SegmentationClass/2010_005166.png,90.21173911565782,0.9359481930732727,0,majority,False
JPEGImages/2010_003772.jpg SegmentationClass/2010_003772.png,98.61731615848687,0.9870569705963135,0,majority,True
JPEGImages/2008_003511.jpg SegmentationClass/2008_003511.png,98.67614447921125,0.9921262264251709,0,majority,True
JPEGImages/2010_005174.jpg SegmentationClass/2010_005174.png,97.93512658227849,0.9645642638206482,0,majority,False
JPEGImages/2011_002730.jpg SegmentationClass/2011_002730.png,99.78863736132715,0.9977043271064758,0,majority,True
JPEGImages/2007_000559.jpg SegmentationClass/2007_000559.png,95.55243341700171,0.9772012233734131,0,majority,False
JPEGImages/2007_004380.jpg SegmentationClass/2007_004380.png,95.95447885250964,0.9681251645088196,0,majority,False
JPEGImages/2007_003611.jpg SegmentationClass/2007_003611.png,99.92018085197566,0.9941467642784119,0,majority,True
JPEGImages/2008_003477.jpg SegmentationClass/2008_003477.png,53.3161463270321,0.9080172181129456,11,minority,False
JPEGImages/2007_004143.jpg SegmentationClass/2007_004143.png,99.56356538569086,0.9951483011245728,0,majority,True
JPEGImages/2007_002094.jpg SegmentationClass/2007_002094.png,99.85927069841586,0.9977231621742249,0,majority,True
JPEGImages/2009_000675.jpg SegmentationClass/2009_000675.png,98.79456837592673,0.9919676184654236,0,majority,True
JPEGImages/2010_005709.jpg SegmentationClass/2010_005709.png,92.941514035675,0.9499178528785706,15,majority,False
JPEGImages/2010_002137.jpg SegmentationClass/2010_002137.png,59.53373423390057,0.9441860914230347,0,majority,False
JPEGImages/2008_003886.jpg SegmentationClass/2008_003886.png,99.18436304235942,0.9956993460655212,0,majority,True
JPEGImages/2008_006408.jpg SegmentationClass/2008_006408.png,96.2195421278115,0.9843178391456604,0,majority,False
JPEGImages/2010_001016.jpg SegmentationClass/2010_001016.png,98.86284879926254,0.9895756840705872,0,majority,False
JPEGImages/2008_002775.jpg SegmentationClass/2008_002775.png,74.8479844693124,0.9378038644790649,0,majority,False
JPEGImages/2011_000054.jpg SegmentationClass/2011_000054.png,99.05105163050969,0.9894359111785889,15,majority,False
JPEGImages/2007_008596.jpg SegmentationClass/2007_008596.png,98.31073908955813,0.9905790090560913,0,majority,True
JPEGImages/2010_004529.jpg SegmentationClass/2010_004529.png,99.09503936085613,0.994065523147583,0,majority,True
JPEGImages/2010_004763.jpg SegmentationClass/2010_004763.png,76.43158628037537,0.8736709952354431,9,minority,False
JPEGImages/2010_000573.jpg SegmentationClass/2010_000573.png,99.02866894954398,0.9948225021362305,0,majority,True
JPEGImages/2008_004339.jpg SegmentationClass/2008_004339.png,97.56980256934484,0.9974890351295471,0,majority,True
JPEGImages/2010_005428.jpg SegmentationClass/2010_005428.png,99.27082428268758,0.991655707359314,0,majority,True
JPEGImages/2009_003481.jpg SegmentationClass/2009_003481.png,98.68087714088965,0.9901038408279419,0,majority,True
JPEGImages/2008_001379.jpg SegmentationClass/2008_001379.png,99.90908348531454,0.998139500617981,0,majority,True
JPEGImages/2007_005915.jpg SegmentationClass/2007_005915.png,99.7283199304499,0.9963818192481995,0,majority,True
JPEGImages/2011_002515.jpg SegmentationClass/2011_002515.png,93.3112807988376,0.954449474811554,0,majority,False
JPEGImages/2009_004255.jpg SegmentationClass/2009_004255.png,96.19088045396663,0.9889847040176392,0,majority,False
JPEGImages/2009_001663.jpg SegmentationClass/2009_001663.png,98.20586975149958,0.9824034571647644,0,majority,False
JPEGImages/2009_003971.jpg SegmentationClass/2009_003971.png,88.16102301318007,0.9686529636383057,0,majority,False
JPEGImages/2009_003549.jpg SegmentationClass/2009_003549.png,96.84149454629845,0.9775208234786987,0,majority,False
JPEGImages/2010_000330.jpg SegmentationClass/2010_000330.png,97.31129201971535,0.9774037599563599,0,majority,False
JPEGImages/2007_003201.jpg SegmentationClass/2007_003201.png,97.56492595916536,0.9771926403045654,10,majority,False
JPEGImages/2007_006171.jpg SegmentationClass/2007_006171.png,92.70559266005532,0.9395771026611328,0,majority,False
JPEGImages/2007_003714.jpg SegmentationClass/2007_003714.png,96.79688216909483,0.9930525422096252,0,majority,True
JPEGImages/2009_003311.jpg SegmentationClass/2009_003311.png,99.41283851177145,0.9941115975379944,0,majority,True
JPEGImages/2009_000919.jpg SegmentationClass/2009_000919.png,99.95113854935782,0.9986643195152283,0,majority,True
JPEGImages/2007_006946.jpg SegmentationClass/2007_006946.png,99.63655608194703,0.992185652256012,0,majority,True
JPEGImages/2008_004612.jpg SegmentationClass/2008_004612.png,71.81396517720074,0.9933226108551025,0,majority,True
